"","duration","sdate","sstation","edate","estation","bikeno","client"
"129377","0h 18m 37s",2014-10-14 08:39:00,"Harvard St & Adams Mill Rd NW",2014-10-14 08:58:00,"11th & M St NW","W21236","Registered"
"583692","0h 16m 5s",2014-12-15 17:43:00,"14th & Rhode Island Ave NW",2014-12-15 17:59:00,"Calvert St & Woodley Pl NW","W00045","Registered"
"10211","0h 7m 41s",2014-10-01 22:01:00,"Massachusetts Ave & Dupont Circle NW",2014-10-01 22:09:00,"14th & Belmont St NW","W20200","Registered"
"223205","0h 6m 6s",2014-10-24 16:05:00,"Crystal City Metro / 18th & Bell St",2014-10-24 16:11:00,"S Glebe & Potomac Ave","W01363","Registered"
"570627","0h 10m 34s",2014-12-13 15:18:00,"7th & T St NW",2014-12-13 15:28:00,"Union Market/6th St & Neal Pl NE","W01299","Registered"
"512489","0h 9m 35s",2014-12-03 14:13:00,"15th & P St NW",2014-12-03 14:22:00,"New Hampshire Ave & T St NW","W00811","Registered"
"398412","0h 17m 36s",2014-11-12 16:14:00,"Georgetown Harbor / 30th St NW",2014-11-12 16:32:00,"Lincoln Memorial","W01017","Casual"
"395435","0h 11m 35s",2014-11-12 08:53:00,"4th & W St NE",2014-11-12 09:05:00,"North Capitol St & F St NW","W20742","Registered"
"278116","0h 24m 18s",2014-10-29 17:39:00,"USDA / 12th & Independence Ave SW",2014-10-29 18:04:00,"New Hampshire Ave & T St NW","W21277","Registered"
"210487","0h 11m 56s",2014-10-23 11:00:00,"4th & East Capitol St NE",2014-10-23 11:12:00,"Maryland & Independence Ave SW","W20981","Registered"
"258092","0h 14m 0s",2014-10-27 18:44:00,"Tenleytown / Wisconsin Ave & Albemarle St NW",2014-10-27 18:58:00,"39th & Calvert St NW / Stoddert","W20862","Registered"
"265234","0h 30m 22s",2014-10-28 14:20:00,"15th & P St NW",2014-10-28 14:51:00,"Metro Center / 12th & G St NW","W20285","Casual"
"519981","0h 22m 10s",2014-12-04 14:16:00,"Maryland & Independence Ave SW",2014-12-04 14:38:00,"4th & East Capitol St NE","W00170","Casual"
"637666","0h 18m 37s",2014-12-28 13:47:00,"Lincoln Memorial",2014-12-28 14:06:00,"Jefferson Memorial","W00965","Casual"
"548453","0h 5m 4s",2014-12-10 08:16:00,"8th & F St NE",2014-12-10 08:21:00,"Columbus Circle / Union Station","W00141","Registered"
"613658","0h 7m 28s",2014-12-20 14:11:00,"Philadelphia & Maple Ave",2014-12-20 14:19:00,"Fenton St & Gist Ave","W21469","Registered"
"468612","0h 4m 34s",2014-11-24 06:49:00,"18th & R St NW",2014-11-24 06:53:00,"17th & Rhode Island Ave NW","W01347","Registered"
"120652","0h 4m 5s",2014-10-12 23:54:00,"10th & U St NW",2014-10-12 23:58:00,"14th & Belmont St NW","W21030","Registered"
"626098","0h 9m 15s",2014-12-24 06:51:00,"Connecticut Ave & Tilden St NW",2014-12-24 07:00:00,"Tenleytown / Wisconsin Ave & Albemarle St NW","W20830","Registered"
"620596","0h 9m 44s",2014-12-22 09:18:00,"5th St & Massachusetts Ave NW",2014-12-22 09:28:00,"19th & K St NW","W01288","Registered"
"304322","0h 7m 19s",2014-11-01 14:26:00,"Thomas Circle",2014-11-01 14:34:00,"Jefferson Dr & 14th St SW","W20562","Registered"
"344338","0h 27m 3s",2014-11-06 14:59:00,"New Hampshire Ave & T St NW",2014-11-06 15:26:00,"Constitution Ave & 2nd St NW/DOL","W01497","Casual"
"622740","0h 11m 15s",2014-12-23 08:20:00,"Lamont & Mt Pleasant NW",2014-12-23 08:31:00,"18th & M St NW","W20476","Registered"
"340663","0h 0m 6s",2014-11-05 22:02:00,"12th & U St NW",2014-11-05 22:02:00,"12th & U St NW","W21102","Registered"
"414416","0h 0m 13s",2014-11-14 17:07:00,"14th & D St NW / Ronald Reagan Building",2014-11-14 17:07:00,"14th & D St NW / Ronald Reagan Building","W00251","Registered"
"430229","0h 7m 27s",2014-11-17 18:16:00,"21st St & Pennsylvania Ave NW",2014-11-17 18:23:00,"24th & N St NW","W20192","Registered"
"558040","0h 11m 17s",2014-12-11 17:07:00,"17th & K St NW",2014-12-11 17:19:00,"North Capitol St & F St NW","W20809","Registered"
"30125","0h 11m 27s",2014-10-03 17:17:00,"19th & K St NW",2014-10-03 17:28:00,"Georgetown Harbor / 30th St NW","W00521","Casual"
"71954","0h 2m 56s",2014-10-07 17:56:00,"Thomas Circle",2014-10-07 17:59:00,"17th & Rhode Island Ave NW","W20264","Registered"
"103848","0h 3m 30s",2014-10-10 18:30:00,"North Capitol St & G Pl NE",2014-10-10 18:34:00,"1st & M St NE","W20269","Registered"
"425374","0h 7m 40s",2014-11-16 13:43:00,"Jefferson Dr & 14th St SW",2014-11-16 13:51:00,"Maryland & Independence Ave SW","W21802","Casual"
"218827","0h 5m 26s",2014-10-24 08:24:00,"Maryland & Independence Ave SW",2014-10-24 08:29:00,"Constitution Ave & 2nd St NW/DOL","W21018","Registered"
"393274","0h 14m 23s",2014-11-12 06:33:00,"5th & K St NW",2014-11-12 06:48:00,"1st & Washington Hospital Center NW","W20532","Registered"
"584423","0h 0m 14s",2014-12-15 18:33:00,"19th St & Pennsylvania Ave NW",2014-12-15 18:34:00,"19th St & Pennsylvania Ave NW","W01356","Registered"
"499479","0h 5m 46s",2014-11-30 17:46:00,"Clarendon Metro / Wilson Blvd & N Highland St",2014-11-30 17:51:00,"Wilson Blvd & N Uhle St","W00656","Registered"
"647697","0h 9m 21s",2014-12-30 16:46:00,"M St & New Jersey Ave SE",2014-12-30 16:55:00,"Columbus Circle / Union Station","W00354","Registered"
"82632","0h 27m 30s",2014-10-08 18:15:00,"New Hampshire Ave & T St NW",2014-10-08 18:43:00,"1st & K St SE","W20096","Registered"
"97945","0h 7m 14s",2014-10-10 07:41:00,"14th & Belmont St NW",2014-10-10 07:48:00,"Thomas Circle","W20796","Registered"
"403881","0h 7m 30s",2014-11-13 08:13:00,"5th St & Massachusetts Ave NW",2014-11-13 08:21:00,"10th St & Constitution Ave NW","W20008","Registered"
"480255","0h 7m 34s",2014-11-25 10:04:00,"14th & R St NW",2014-11-25 10:11:00,"14th & G St NW","W00308","Registered"
"145022","0h 21m 27s",2014-10-16 07:05:00,"M St & Delaware Ave NE",2014-10-16 07:26:00,"Jefferson Memorial","W21030","Registered"
"326832","0h 4m 56s",2014-11-04 15:52:00,"10th St & Constitution Ave NW",2014-11-04 15:56:00,"USDA / 12th & Independence Ave SW","W21648","Registered"
"370953","0h 15m 49s",2014-11-09 17:24:00,"10th St & Constitution Ave NW",2014-11-09 17:40:00,"14th & Rhode Island Ave NW","W20004","Casual"
"444412","0h 13m 29s",2014-11-20 08:12:00,"14th & Harvard St NW",2014-11-20 08:26:00,"17th & K St NW","W21833","Registered"
"616431","0h 8m 6s",2014-12-21 11:10:00,"Thomas Circle",2014-12-21 11:18:00,"20th & L St NW","W20850","Registered"
"508288","0h 3m 56s",2014-12-02 16:50:00,"20th St & Virginia Ave NW",2014-12-02 16:54:00,"20th & L St NW","W20985","Registered"
"315017","0h 12m 11s",2014-11-03 08:47:00,"7th & T St NW",2014-11-03 08:59:00,"Massachusetts Ave & Dupont Circle NW","W21007","Registered"
"369098","0h 18m 47s",2014-11-09 14:55:00,"25th St & Pennsylvania Ave NW",2014-11-09 15:13:00,"37th & O St NW / Georgetown University","W20403","Registered"
"378157","0h 28m 53s",2014-11-10 16:42:00,"L'Enfant Plaza / 7th & C St SW",2014-11-10 17:11:00,"Lincoln Memorial","W00233","Casual"
"567885","0h 31m 34s",2014-12-13 09:11:00,"10th & Florida Ave NW",2014-12-13 09:42:00,"11th & M St NW","W21561","Registered"
"56746","0h 10m 12s",2014-10-06 09:43:00,"18th & M St NW",2014-10-06 09:53:00,"7th & R St NW / Shaw Library","W00804","Registered"
"274767","0h 8m 30s",2014-10-29 09:33:00,"18th St & Wyoming Ave NW",2014-10-29 09:41:00,"Wisconsin Ave & O St NW","W21677","Registered"
"406516","0h 9m 12s",2014-11-13 14:35:00,"Lincoln Park / 13th & East Capitol St NE ",2014-11-13 14:45:00,"North Capitol St & G Pl NE","W01457","Registered"
"273265","0h 9m 28s",2014-10-29 08:03:00,"20th St & Florida Ave NW",2014-10-29 08:12:00,"New Hampshire Ave & 24th St NW","W01006","Registered"
"221172","0h 2m 17s",2014-10-24 12:32:00,"Glebe Rd & 11th St N",2014-10-24 12:35:00,"Utah St & 11th St N ","W01200","Registered"
"275163","0h 7m 11s",2014-10-29 10:32:00,"Massachusetts Ave & Dupont Circle NW",2014-10-29 10:39:00,"Wisconsin Ave & O St NW","W00739","Registered"
"560584","0h 17m 3s",2014-12-12 01:49:00,"5th St & Massachusetts Ave NW",2014-12-12 02:06:00,"8th & East Capitol St NE","W01097","Registered"
"26107","0h 1m 42s",2014-10-03 11:09:00,"Calvert & Biltmore St NW",2014-10-03 11:11:00,"Calvert St & Woodley Pl NW","W01246","Registered"
"528067","0h 9m 35s",2014-12-05 17:41:00,"6th St & Indiana Ave NW",2014-12-05 17:51:00,"4th & M St SW","W20497","Registered"
"71811","0h 12m 41s",2014-10-07 17:50:00,"15th & P St NW",2014-10-07 18:02:00,"11th & Kenyon St NW","W21113","Registered"
"127219","0h 4m 24s",2014-10-13 22:52:00,"Thomas Circle",2014-10-13 22:56:00,"14th & V St NW","W00306","Registered"
"199252","0h 5m 24s",2014-10-21 12:44:00,"3rd & H St NW",2014-10-21 12:49:00,"Columbus Circle / Union Station","W01256","Registered"
"161048","0h 3m 21s",2014-10-17 15:47:00,"Eastern Market / 7th & North Carolina Ave SE",2014-10-17 15:50:00,"Lincoln Park / 13th & East Capitol St NE ","W00973","Registered"
"109370","0h 19m 13s",2014-10-11 18:08:00,"8th & D St NW",2014-10-11 18:27:00,"Lincoln Park / 13th & East Capitol St NE ","W00368","Registered"
"260579","0h 2m 33s",2014-10-28 06:44:00,"15th & Crystal Dr",2014-10-28 06:47:00,"12th & Army Navy Dr","W00754","Registered"
"136416","0h 0m 5s",2014-10-14 19:12:00,"22nd & I St NW / Foggy Bottom",2014-10-14 19:12:00,"22nd & I St NW / Foggy Bottom","W00885","Registered"
"356555","0h 13m 54s",2014-11-07 21:11:00,"Adams Mill & Columbia Rd NW",2014-11-07 21:25:00,"22nd & I St NW / Foggy Bottom","W20870","Registered"
"145021","0h 20m 32s",2014-10-16 07:04:00,"New Hampshire Ave & T St NW",2014-10-16 07:25:00,"North Capitol St & G Pl NE","W21470","Registered"
"550113","0h 6m 32s",2014-12-10 12:05:00,"MLK Library/9th & G St NW",2014-12-10 12:12:00,"4th & D St NW / Judiciary Square","W20365","Registered"
"533000","0h 9m 41s",2014-12-07 08:13:00,"S Troy St & 26th St S",2014-12-07 08:23:00,"27th & Crystal Dr","W00859","Registered"
"279647","0h 10m 56s",2014-10-29 19:08:00,"Lincoln Memorial",2014-10-29 19:19:00,"Jefferson Dr & 14th St SW","W21231","Casual"
"361500","0h 5m 24s",2014-11-08 15:23:00,"14th & Belmont St NW",2014-11-08 15:28:00,"California St & Florida Ave NW","W01377","Registered"
"629131","0h 27m 12s",2014-12-26 09:18:00,"14th St & Spring Rd NW",2014-12-26 09:46:00,"North Capitol St & G Pl NE","W20545","Registered"
"232311","0h 30m 26s",2014-10-25 13:34:00,"Crystal City Metro / 18th & Bell St",2014-10-25 14:05:00,"Prince St & Union St","W20566","Casual"
"214924","0h 16m 40s",2014-10-23 18:33:00,"MLK Library/9th & G St NW",2014-10-23 18:49:00,"1st & K St SE","W20146","Registered"
"245921","2h 0m 31s",2014-10-26 15:47:00,"8th & Eye St SE / Barracks Row",2014-10-26 17:47:00,"Convention Center / 7th & M St NW","W21327","Casual"
"545734","0h 23m 9s",2014-12-09 17:44:00,"George Mason Dr & Wilson Blvd",2014-12-09 18:07:00,"S Arlington Mill Dr & Campbell Ave","W20357","Registered"
"22607","0h 5m 10s",2014-10-03 01:23:00,"3rd St & Pennsylvania Ave SE",2014-10-03 01:28:00,"15th & East Capitol St NE","W20210","Registered"
"625880","0h 14m 59s",2014-12-23 21:18:00,"MLK Library/9th & G St NW",2014-12-23 21:33:00,"17th & Corcoran St NW","W21291","Registered"
"14384","0h 5m 6s",2014-10-02 11:48:00,"10th St & Constitution Ave NW",2014-10-02 11:53:00,"7th & F St NW / National Portrait Gallery","W20840","Registered"
"590502","0h 14m 4s",2014-12-16 18:19:00,"5th & F St NW",2014-12-16 18:33:00,"21st St & Constitution Ave NW","W00121","Registered"
"398279","0h 13m 26s",2014-11-12 15:59:00,"L'Enfant Plaza / 7th & C St SW",2014-11-12 16:12:00,"Columbus Circle / Union Station","W21554","Registered"
"19447","0h 10m 23s",2014-10-02 18:30:00,"Maryland & Independence Ave SW",2014-10-02 18:40:00,"4th & D St NW / Judiciary Square","W20262","Registered"
"183320","0h 8m 28s",2014-10-19 16:26:00,"Harvard St & Adams Mill Rd NW",2014-10-19 16:34:00,"18th St & Wyoming Ave NW","W00720","Registered"
"12012","0h 4m 43s",2014-10-02 08:01:00,"Florida Ave & R St NW",2014-10-02 08:06:00,"7th & R St NW / Shaw Library","W20464","Registered"
"552148","0h 9m 41s",2014-12-10 17:49:00,"1st & M St NE",2014-12-10 17:59:00,"11th & H St NE","W21087","Registered"
"136773","0h 4m 57s",2014-10-14 19:38:00,"Massachusetts Ave & Dupont Circle NW",2014-10-14 19:43:00,"15th & P St NW","W21040","Registered"
"319901","0h 5m 46s",2014-11-03 18:31:00,"23rd & E St NW ",2014-11-03 18:37:00,"Lincoln Memorial","W21310","Registered"
"17178","0h 14m 51s",2014-10-02 16:55:00,"Crabbs Branch Way & Calhoun Pl",2014-10-02 17:09:00,"Shady Grove Metro West","W20917","Registered"
"194071","0h 9m 57s",2014-10-20 19:22:00,"21st & M St NW",2014-10-20 19:32:00,"C & O Canal & Wisconsin Ave NW","W20898","Registered"
"255657","0h 12m 9s",2014-10-27 16:58:00,"Calvert St & Woodley Pl NW",2014-10-27 17:10:00,"18th St & Wyoming Ave NW","W20792","Registered"
"380168","0h 7m 18s",2014-11-10 18:39:00,"11th & M St NW",2014-11-10 18:46:00,"19th & L St NW","W00411","Registered"
"630491","0h 4m 54s",2014-12-26 14:53:00,"12th & U St NW",2014-12-26 14:58:00,"Thomas Circle","W20259","Registered"
"454909","0h 19m 7s",2014-11-21 17:07:00,"4th & D St NW / Judiciary Square",2014-11-21 17:26:00,"M St & Pennsylvania Ave NW","W21241","Registered"
"386000","0h 2m 8s",2014-11-11 13:14:00,"4th & M St SW",2014-11-11 13:16:00,"6th & Water St SW / SW Waterfront","W20654","Registered"
"525371","0h 3m 1s",2014-12-05 08:53:00,"6th & H St NE",2014-12-05 08:56:00,"Columbus Circle / Union Station","W00444","Registered"
"584197","0h 7m 55s",2014-12-15 18:19:00,"Columbus Circle / Union Station",2014-12-15 18:27:00,"13th & D St NE","W00366","Registered"
"238806","0h 10m 3s",2014-10-25 22:12:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",2014-10-25 22:22:00,"Constitution Ave & 2nd St NW/DOL","W01225","Registered"
"129083","0h 6m 7s",2014-10-14 08:23:00,"10th & E St NW",2014-10-14 08:29:00,"North Capitol St & F St NW","W00387","Registered"
"297618","0h 12m 55s",2014-10-31 16:39:00,"17th & K St NW / Farragut Square",2014-10-31 16:52:00,"5th & K St NW","W01237","Registered"
"199243","0h 3m 13s",2014-10-21 12:43:00,"3rd & Tingey St SE",2014-10-21 12:46:00,"1st & K St SE","W21202","Registered"
"407215","0h 5m 13s",2014-11-13 16:34:00,"North Capitol St & F St NW",2014-11-13 16:39:00,"3rd & H St NE","W20679","Registered"
"187683","0h 3m 15s",2014-10-20 08:34:00,"5th & K St NW",2014-10-20 08:38:00,"1st & H St NW","W21641","Registered"
"104905","0h 2m 58s",2014-10-10 20:42:00,"Barton St & 10th St N",2014-10-10 20:45:00,"Wilson Blvd & Franklin Rd","W01343","Registered"
"468254","0h 3m 55s",2014-11-23 21:36:00,"14th & V St NW",2014-11-23 21:40:00,"New Hampshire Ave & T St NW","W21685","Registered"
"237455","0h 11m 2s",2014-10-25 18:46:00,"13th & H St NE",2014-10-25 18:57:00,"5th & K St NW","W00705","Casual"
"281896","0h 26m 5s",2014-10-30 07:07:00,"Jefferson Dr & 14th St SW",2014-10-30 07:33:00,"S Glebe & Potomac Ave","W20005","Registered"
"583403","0h 4m 50s",2014-12-15 17:24:00,"4th & East Capitol St NE",2014-12-15 17:29:00,"15th St & Massachusetts Ave SE","W00574","Registered"
"106881","0h 10m 2s",2014-10-11 13:31:00,"19th St & Pennsylvania Ave NW",2014-10-11 13:41:00,"8th & H St NW","W21602","Casual"
"201153","0h 2m 10s",2014-10-21 16:53:00,"Court House Metro / 15th & N Uhle St ",2014-10-21 16:55:00,"Arlington Blvd & N Queen St","W20378","Registered"
"135597","0h 17m 31s",2014-10-14 18:27:00,"Lincoln Memorial",2014-10-14 18:45:00,"Jefferson Dr & 14th St SW","W00622","Registered"
"523666","0h 1m 49s",2014-12-04 21:54:00,"Court House Metro / 15th & N Uhle St ",2014-12-04 21:56:00,"Arlington Blvd & N Queen St","W21892","Registered"
"178013","0h 18m 35s",2014-10-19 01:32:00,"12th & U St NW",2014-10-19 01:51:00,"4th & M St SW","W20623","Registered"
"195368","0h 2m 28s",2014-10-20 22:40:00,"Wilson Blvd & N Uhle St",2014-10-20 22:42:00,"N Veitch  & 20th St N","W00880","Registered"
"180674","0h 9m 4s",2014-10-19 12:42:00,"18th & M St NW",2014-10-19 12:51:00,"14th & V St NW","W20210","Registered"
"250614","0h 7m 30s",2014-10-27 07:57:00,"11th & M St NW",2014-10-27 08:04:00,"21st & M St NW","W00663","Registered"
"292996","0h 2m 0s",2014-10-31 08:26:00,"39th & Veazey St NW",2014-10-31 08:28:00,"Tenleytown / Wisconsin Ave & Albemarle St NW","W21393","Registered"
"512588","0h 14m 37s",2014-12-03 14:38:00,"19th & L St NW",2014-12-03 14:53:00,"14th & V St NW","W21361","Registered"
"412578","0h 15m 13s",2014-11-14 12:20:00,"20th & O St NW / Dupont South",2014-11-14 12:35:00,"5th & K St NW","W21428","Registered"
"46839","0h 56m 17s",2014-10-05 11:54:00,"Virginia Square Metro / N Monroe St & 9th St N",2014-10-05 12:51:00,"8th & D St NW","W20268","Registered"
"241673","4h 15m 50s",2014-10-26 11:11:00,"19th St & Constitution Ave NW",2014-10-26 15:27:00,"21st St & Constitution Ave NW","W00511","Casual"
"122288","0h 3m 21s",2014-10-13 10:51:00,"Park Rd & Holmead Pl NW",2014-10-13 10:55:00,"Lamont & Mt Pleasant NW","W20907","Registered"
"628992","0h 22m 30s",2014-12-26 07:46:00,"15th & L St NW",2014-12-26 08:08:00,"Jefferson Dr & 14th St SW","W20222","Casual"
"392038","0h 19m 32s",2014-11-11 21:25:00,"Jefferson Memorial",2014-11-11 21:44:00,"Pentagon City Metro / 12th & S Hayes St","W00930","Registered"
"119355","0h 12m 23s",2014-10-12 18:53:00,"Metro Center / 12th & G St NW",2014-10-12 19:06:00,"20th & E St NW","W00355","Registered"
"3808","0h 19m 21s",2014-10-01 13:33:00,"Georgia Ave and Fairmont St NW",2014-10-01 13:52:00,"New York Ave & 15th St NW","W20948","Casual"
"529422","0h 9m 43s",2014-12-05 20:51:00,"10th & U St NW",2014-12-05 21:01:00,"20th St & Florida Ave NW","W20993","Registered"
"172666","0h 13m 53s",2014-10-18 14:54:00,"18th St & Wyoming Ave NW",2014-10-18 15:08:00,"New York Ave & 15th St NW","W00601","Registered"
"312383","0h 6m 13s",2014-11-02 18:48:00,"Potomac & Pennsylvania Ave SE",2014-11-02 18:55:00,"15th St & Massachusetts Ave SE","W20129","Registered"
"290041","0h 3m 53s",2014-10-30 19:29:00,"16th & Harvard St NW",2014-10-30 19:33:00,"California St & Florida Ave NW","W00005","Registered"
"222490","0h 13m 30s",2014-10-24 14:56:00,"Massachusetts Ave & Dupont Circle NW",2014-10-24 15:10:00,"Georgetown Harbor / 30th St NW","W00620","Casual"
"53861","1h 0m 41s",2014-10-05 22:26:00,"14th & R St NW",2014-10-05 23:26:00,"Lincoln Memorial","W20404","Casual"
"493731","0h 4m 30s",2014-11-29 15:09:00,"Connecticut & Nebraska Ave NW",2014-11-29 15:14:00,"Van Ness Metro / UDC","W00318","Registered"
"270201","0h 9m 15s",2014-10-28 19:39:00,"Florida Ave & R St NW",2014-10-28 19:48:00,"14th & R St NW","W00425","Registered"
"219247","0h 5m 27s",2014-10-24 08:46:00,"15th & P St NW",2014-10-24 08:52:00,"20th & O St NW / Dupont South","W21137","Registered"
"408487","0h 3m 29s",2014-11-13 18:16:00,"14th & Upshur St NW",2014-11-13 18:19:00,"9th & Upshur St NW","W20654","Registered"
"569592","0h 28m 33s",2014-12-13 13:23:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",2014-12-13 13:51:00,"6th & H St NE","W00834","Registered"
"252215","0h 14m 26s",2014-10-27 09:54:00,"Thomas Circle",2014-10-27 10:08:00,"C & O Canal & Wisconsin Ave NW","W00063","Registered"
"588768","1h 4m 25s",2014-12-16 10:13:00,"Lincoln Memorial",2014-12-16 11:17:00,"Smithsonian / Jefferson Dr & 12th St SW","W00569","Casual"
"378795","0h 15m 20s",2014-11-10 17:20:00,"21st & I St NW",2014-11-10 17:35:00,"14th St & New York Ave NW","W21904","Casual"
"123350","0h 2m 33s",2014-10-13 14:42:00,"11th & M St NW",2014-10-13 14:44:00,"Convention Center / 7th & M St NW","W21332","Registered"
"312242","0h 9m 53s",2014-11-02 18:19:00,"5th & K St NW",2014-11-02 18:29:00,"11th & H St NE","W21216","Registered"
"73706","0h 21m 28s",2014-10-07 19:59:00,"3rd & H St NW",2014-10-07 20:20:00,"15th & Euclid St  NW","W00339","Registered"
"124024","0h 36m 20s",2014-10-13 16:22:00,"M St & Pennsylvania Ave NW",2014-10-13 16:58:00,"Jefferson Dr & 14th St SW","W21210","Registered"
"402352","0h 5m 59s",2014-11-12 22:14:00,"Massachusetts Ave & Dupont Circle NW",2014-11-12 22:20:00,"15th & P St NW","W01205","Registered"
"374612","0h 14m 1s",2014-11-10 08:49:00,"1st & M St NE",2014-11-10 09:03:00,"Independence Ave & L'Enfant Plaza SW/DOE","W01090","Registered"
"348060","0h 7m 47s",2014-11-06 22:34:00,"11th & M St NW",2014-11-06 22:42:00,"1st & H St NW","W00443","Registered"
"525500","0h 14m 7s",2014-12-05 09:03:00,"14th St & New York Ave NW",2014-12-05 09:17:00,"Georgetown Harbor / 30th St NW","W00516","Registered"
"474648","1h 3m 23s",2014-11-24 17:45:00,"10th & E St NW",2014-11-24 18:48:00,"Pentagon City Metro / 12th & S Hayes St","W21154","Casual"
"103669","0h 7m 10s",2014-10-10 18:16:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",2014-10-10 18:23:00,"Jefferson Memorial","W01253","Registered"
